EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,FirstName,LastName,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,DepartmentName,StartDate,EndDate,Status
130,92,242381745,Sean,Chai,Document Control Assistant,2008-08-22,1986-10-10,adventure-works\sean1,sean1@adventure-works.com,205-555-0132,S,M,2,10.25,78,59,1,Document Control,2008-08-22,NULL,Current
131,44,929666391,Dan,Wilson,Database Administrator,2008-08-22,1975-08-06,adventure-works\dan1,dan1@adventure-works.com,653-555-0144,M,M,2,384.615,66,53,1,Information Services,2008-08-22,NULL,Current
132,18,948320468,Mark,McArthur,Production Technician - WC60,2008-08-23,1979-04-25,adventure-works\mark1,mark1@adventure-works.com,417-555-0154,S,M,1,12.45,19,29,1,Production,2008-08-23,NULL,Current
133,142,931190412,Bryan,Walton,Accounts Receivable Specialist,2008-08-24,1984-04-20,adventure-works\bryan1,bryan1@adventure-works.com,935-555-0199,S,M,2,19.00,62,51,1,Finance,2008-08-24,NULL,Current
134,76,153288994,Houman,Pournasseh,Production Technician - WC50,2008-08-25,1971-03-30,adventure-works\houman0,houman0@adventure-works.com,180-555-0136,M,M,1,11.00,3,21,1,Production,2008-08-25,NULL,Current
135,46,981495526,Sairaj,Uddin,Scheduling Assistant,2008-08-26,1987-07-22,adventure-works\sairaj0,sairaj0@adventure-works.com,500-555-0159,M,M,2,16.00,46,43,1,Production Control,2008-08-26,NULL,Current
136,177,363996959,Michiko,Osada,Production Technician - WC30,2008-08-26,1982-01-25,adventure-works\michiko0,michiko0@adventure-works.com,984-555-0148,S,M,1,9.50,44,42,1,Production,2008-08-26,NULL,Current
137,188,585408256,Benjamin,Martin,Production Technician - WC30,2008-08-27,1985-08-05,adventure-works\benjamin0,benjamin0@adventure-works.com,533-555-0111,S,M,1,9.50,28,34,1,Production,2008-08-27,NULL,Current
138,23,386315192,Cynthia,Randall,Production Supervisor - WC30,2008-08-27,1981-03-18,adventure-works\cynthia0,cynthia0@adventure-works.com,352-555-0138,S,F,2,25.00,69,54,1,Production,2008-08-27,NULL,Current
139,201,167554340,Kathie,Flood,Production Technician - WC45,2008-08-27,1990-06-01,adventure-works\kathie0,kathie0@adventure-works.com,446-555-0118,M,F,1,10.00,87,63,1,Production,2008-08-27,NULL,Current
140,18,410742000,Britta,Simon,Production Technician - WC60,2008-08-29,1989-04-28,adventure-works\britta0,britta0@adventure-works.com,955-555-0169,M,F,1,12.45,14,27,1,Production,2008-08-29,NULL,Current
141,214,746201340,Brian,Lloyd,Production Technician - WC40,2008-08-29,1976-09-10,adventure-works\brian0,brian0@adventure-works.com,110-555-0182,S,M,1,15.00,55,47,1,Production,2008-08-29,NULL,Current
142,143,30845,David,Liu,Accounts Manager,2008-08-30,1983-02-05,adventure-works\david6,david6@adventure-works.com,646-555-0185,M,M,2,347.356,57,48,1,Finance,2008-08-30,NULL,Current
143,112,184188301,Laura,Norman,Chief Financial Officer,2008-08-31,1975-08-06,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,F,2,600.962,0,20,1,Executive,2008-08-31,2013-06-13,NULL
144,112,184188301,Laura,Norman,Chief Financial Officer,2008-08-31,1975-08-06,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,F,2,600.962,0,20,1,Executive,2013-06-13,NULL,Current
145,40,398737566,Michael,Patten,Production Technician - WC50,2008-08-31,1973-12-01,adventure-works\michael2,michael2@adventure-works.com,441-555-0195,S,M,1,11.00,98,69,1,Production,2008-08-31,NULL,Current
146,138,764853868,Andy,Ruth,Production Technician - WC30,2008-08-31,1983-05-20,adventure-works\andy0,andy0@adventure-works.com,118-555-0110,M,M,1,9.50,39,39,1,Production,2008-08-31,NULL,Current
147,23,319472946,Yuhong,Li,Production Supervisor - WC20,2008-09-01,1976-11-04,adventure-works\yuhong0,yuhong0@adventure-works.com,965-555-0155,M,M,2,25.00,41,40,1,Production,2008-09-01,NULL,Current
148,163,456839592,Robert,Rounthwaite,Production Technician - WC45,2008-09-02,1984-09-28,adventure-works\robert0,robert0@adventure-works.com,589-555-0147,S,M,1,10.00,82,61,1,Production,2008-09-02,NULL,Current
149,43,131471224,Andreas,Berglund,Quality Assurance Technician,2008-09-02,1988-10-26,adventure-works\andreas0,andreas0@adventure-works.com,181-555-0124,M,M,2,10.5769,84,62,1,Quality Assurance,2008-09-02,NULL,Current
150,188,259388196,Reed,Koch,Production Technician - WC30,2008-09-02,1988-08-08,adventure-works\reed0,reed0@adventure-works.com,678-555-0110,M,M,1,9.50,23,31,1,Production,2008-09-02,NULL,Current
151,147,812797414,Linda,Randall,Production Technician - WC20,2008-09-03,1977-05-05,adventure-works\linda1,linda1@adventure-works.com,696-555-0157,S,F,1,14.00,12,26,1,Production,2008-09-03,NULL,Current
152,112,519899904,James,Hamilton,Vice President of Production,2008-09-03,1988-02-04,adventure-works\james1,james1@adventure-works.com,870-555-0122,S,M,2,841.346,64,52,1,Production,2008-09-03,NULL,Current
153,44,314747499,Ramesh,Meyyappan,Application Specialist,2008-09-03,1987-10-12,adventure-works\ramesh0,ramesh0@adventure-works.com,182-555-0134,S,M,2,274.038,73,56,1,Information Services,2008-09-03,NULL,Current
154,44,858323870,Stephanie,Conroy,Network Manager,2008-09-04,1983-10-24,adventure-works\stephanie0,stephanie0@adventure-works.com,594-555-0110,S,F,2,396.635,68,54,1,Information Services,2008-09-04,NULL,Current
155,111,25011600,Samantha,Smith,Production Technician - WC20,2008-09-04,1987-06-22,adventure-works\samantha0,samantha0@adventure-works.com,587-555-0114,M,F,1,14.00,7,23,1,Production,2008-09-04,NULL,Current
156,214,436757988,Tawana,Nusbaum,Production Technician - WC40,2008-09-05,1989-06-10,adventure-works\tawana0,tawana0@adventure-works.com,368-555-0113,S,M,1,15.00,50,45,1,Production,2008-09-05,NULL,Current
157,16,652535724,Denise,Smith,Production Technician - WC50,2008-09-05,1988-02-04,adventure-works\denise0,denise0@adventure-works.com,869-555-0119,M,F,1,11.00,9,24,1,Production,2008-09-05,NULL,Current
158,32,416679555,Hao,Chen,Human Resources Administrative Assistant,2008-09-06,1976-11-15,adventure-works\hao0,hao0@adventure-works.com,806-555-0136,S,M,2,139.423,52,46,1,Human Resources,2008-09-06,NULL,Current
159,126,377784364,Alex,Nayberg,Production Technician - WC45,2008-09-08,1989-11-11,adventure-works\alex0,alex0@adventure-works.com,819-555-0198,M,M,1,10.00,77,58,1,Production,2008-09-08,NULL,Current
160,9,66073987,Eugene,Kogan,Production Technician - WC60,2008-09-08,1975-09-10,adventure-works\eugene1,eugene1@adventure-works.com,173-555-0179,S,M,1,12.45,36,38,1,Production,2008-09-08,NULL,Current
161,18,999440576,Brandon,Heidepriem,Production Technician - WC60,2008-09-08,1976-08-10,adventure-works\brandon0,brandon0@adventure-works.com,429-555-0137,M,M,1,12.45,22,31,1,Production,2008-09-08,NULL,Current
162,3,134969118,Dylan,Miller,Research and Development Manager,2008-09-08,1986-09-24,adventure-works\dylan0,dylan0@adventure-works.com,181-555-0156,M,M,2,504.808,61,50,1,Research and Development,2008-09-08,NULL,Current
163,23,551834634,Shane,Kim,Production Supervisor - WC45,2008-09-08,1989-12-22,adventure-works\shane0,shane0@adventure-works.com,810-555-0178,S,M,2,25.00,75,57,1,Production,2008-09-08,NULL,Current
164,186,305522471,John,Chen,Production Technician - WC20,2008-09-09,1985-11-03,adventure-works\john2,john2@adventure-works.com,201-555-0163,M,M,1,14.00,18,29,1,Production,2008-09-09,NULL,Current
165,92,260770918,Karen,Berge,Document Control Assistant,2008-09-09,1975-07-25,adventure-works\karen0,karen0@adventure-works.com,746-555-0164,M,F,2,10.25,79,59,1,Document Control,2008-09-09,NULL,Current
166,18,788456780,Jose,Lugo,Production Technician - WC60,2008-09-10,1984-02-29,adventure-works\jose0,jose0@adventure-works.com,587-555-0115,M,M,1,12.45,20,30,1,Production,2008-09-10,NULL,Current
167,76,370581729,Mandar,Samant,Production Technician - WC50,2008-09-10,1985-10-19,adventure-works\mandar0,mandar0@adventure-works.com,140-555-0132,S,M,1,11.00,0,20,1,Production,2008-09-10,NULL,Current
168,278,603686790,Mikael,Sandberg,Buyer,2008-09-10,1984-03-17,adventure-works\mikael0,mikael0@adventure-works.com,309-555-0170,S,M,2,182.692,59,49,1,Purchasing,2008-09-10,NULL,Current
169,76,152085091,Sameer,Tejani,Production Technician - WC50,2008-09-11,1978-01-24,adventure-works\sameer0,sameer0@adventure-works.com,990-555-0172,M,M,1,11.00,4,22,1,Production,2008-09-11,NULL,Current
170,142,663843431,Dragan,Tomic,Accounts Payable Specialist,2008-09-11,1976-09-14,adventure-works\dragan0,dragan0@adventure-works.com,117-555-0185,M,M,2,19.00,63,51,1,Finance,2008-09-11,NULL,Current
171,177,227319668,Carol,Philips,Production Technician - WC30,2008-09-12,1988-05-17,adventure-works\carol0,carol0@adventure-works.com,609-555-0153,M,F,1,9.50,45,42,1,Production,2008-09-12,NULL,Current
172,89,578953538,Rob,Caron,Production Technician - WC40,2008-09-13,1973-03-04,adventure-works\rob1,rob1@adventure-works.com,238-555-0116,S,M,1,15.00,71,55,1,Production,2008-09-13,NULL,Current
173,40,222400012,Don,Hall,Production Technician - WC50,2008-09-13,1971-01-11,adventure-works\don0,don0@adventure-works.com,100-555-0174,M,M,1,11.00,88,64,1,Production,2008-09-13,NULL,Current
174,46,470689086,Alan,Brewer,Scheduling Assistant,2008-09-13,1983-10-28,adventure-works\alan0,alan0@adventure-works.com,438-555-0172,M,M,2,16.00,47,43,1,Production Control,2008-09-13,NULL,Current
175,188,860123571,David,Lawrence,Production Technician - WC30,2008-09-14,1985-04-23,adventure-works\david7,david7@adventure-works.com,118-555-0177,M,M,1,9.50,29,34,1,Production,2008-09-14,NULL,Current
176,89,273260055,Baris,Cetinok,Production Technician - WC40,2008-09-15,1990-05-07,adventure-works\baris0,baris0@adventure-works.com,164-555-0114,S,M,1,15.00,72,56,1,Production,2008-09-15,NULL,Current
177,23,578935259,Michael,Ray,Production Supervisor - WC30,2008-09-15,1988-08-29,adventure-works\michael3,michael3@adventure-works.com,156-555-0199,S,M,2,25.00,70,55,1,Production,2008-09-15,NULL,Current
178,20,752513276,Steve,Masters,Production Technician - WC60,2008-09-15,1990-11-04,adventure-works\steve0,steve0@adventure-works.com,712-555-0170,S,M,1,12.45,31,35,1,Production,2008-09-15,NULL,Current
179,18,754372876,Suchitra,Mohan,Production Technician - WC60,2008-09-16,1987-01-08,adventure-works\suchitra0,suchitra0@adventure-works.com,753-555-0129,M,F,1,12.45,15,27,1,Production,2008-09-16,NULL,Current
180,44,58317344,Karen,Berg,Application Specialist,2008-09-16,1977-12-17,adventure-works\karen1,karen1@adventure-works.com,654-555-0177,S,F,2,274.038,74,57,1,Information Services,2008-09-16,NULL,Current
181,147,404159499,Terrence,Earls,Production Technician - WC20,2008-09-16,1984-07-08,adventure-works\terrence0,terrence0@adventure-works.com,110-555-0115,S,M,1,14.00,13,26,1,Production,2008-09-16,NULL,Current
182,142,363910111,Barbara,Moreland,Accountant,2008-09-18,1975-08-04,adventure-works\barbara1,barbara1@adventure-works.com,822-555-0145,M,F,2,264.423,58,49,1,Finance,2008-09-18,NULL,Current
183,40,599942664,Chad,Niswonger,Production Technician - WC50,2008-09-18,1990-03-04,adventure-works\chad0,chad0@adventure-works.com,559-555-0175,M,M,1,11.00,99,69,1,Production,2008-09-18,NULL,Current
184,138,993310268,Rostislav,Shabalin,Production Technician - WC30,2008-09-19,1977-04-13,adventure-works\rostislav0,rostislav0@adventure-works.com,751-555-0134,M,M,1,9.50,40,40,1,Production,2008-09-19,NULL,Current
185,201,20244403,Belinda,Newman,Production Technician - WC45,2008-09-20,1974-10-15,adventure-works\belinda0,belinda0@adventure-works.com,319-555-0126,S,F,1,10.00,83,61,1,Production,2008-09-20,NULL,Current
186,23,862951447,Katie,McAskill-White,Production Supervisor - WC20,2008-09-20,1984-06-18,adventure-works\katie0,katie0@adventure-works.com,809-555-0133,S,F,2,25.00,42,41,1,Production,2008-09-20,NULL,Current
187,188,551346974,Russell,King,Production Technician - WC30,2008-09-21,1981-09-11,adventure-works\russell1,russell1@adventure-works.com,517-555-0122,M,M,1,9.50,24,32,1,Production,2008-09-21,NULL,Current
188,23,60114406,Jack,Richins,Production Supervisor - WC30,2008-09-21,1983-01-20,adventure-works\jack0,jack0@adventure-works.com,552-555-0111,S,M,2,25.00,68,54,1,Production,2008-09-21,NULL,Current
189,23,33237992,Andrew,Hill,Production Supervisor - WC10,2008-09-22,1988-04-06,adventure-works\andrew0,andrew0@adventure-works.com,908-555-0159,S,M,2,25.00,65,52,1,Production,2008-09-22,NULL,Current
190,89,1300049,Nicole,Holliday,Production Technician - WC40,2008-09-22,1985-11-07,adventure-works\nicole0,nicole0@adventure-works.com,508-555-0129,M,F,1,15.00,67,53,1,Production,2008-09-22,NULL,Current
191,16,10708100,Frank,Miller,Production Technician - WC50,2008-09-23,1971-02-21,adventure-works\frank1,frank1@adventure-works.com,167-555-0139,S,M,1,11.00,10,25,1,Production,2008-09-23,NULL,Current
192,154,672243793,Peter,Connelly,Network Administrator,2008-09-23,1979-12-27,adventure-works\peter1,peter1@adventure-works.com,310-555-0133,S,M,2,324.519,69,54,1,Information Services,2008-09-23,NULL,Current
193,111,63761469,Anibal,Sousa,Production Technician - WC20,2008-09-23,1974-04-05,adventure-works\anibal0,anibal0@adventure-works.com,106-555-0120,S,F,1,14.00,8,24,1,Production,2008-09-23,NULL,Current
194,214,693168613,Ken,Myer,Production Technician - WC40,2008-09-24,1980-12-26,adventure-works\ken1,ken1@adventure-works.com,949-555-0174,M,M,1,15.00,51,45,1,Production,2008-09-24,NULL,Current
195,32,476980013,Grant,Culbertson,Human Resources Administrative Assistant,2008-09-25,1975-11-15,adventure-works\grant0,grant0@adventure-works.com,955-555-0131,S,M,2,139.423,53,46,1,Human Resources,2008-09-25,NULL,Current
196,40,334834274,Michael,Entin,Production Technician - WC50,2008-09-25,1989-01-13,adventure-works\michael4,michael4@adventure-works.com,817-555-0186,S,M,1,11.00,94,67,1,Production,2008-09-25,NULL,Current
197,163,399658727,Lionel,Penuchot,Production Technician - WC45,2008-09-26,1987-10-13,adventure-works\lionel0,lionel0@adventure-works.com,450-555-0152,S,M,1,10.00,78,59,1,Production,2008-09-26,NULL,Current
198,9,500412746,Thomas,Michaels,Production Technician - WC60,2008-09-26,1985-08-10,adventure-works\thomas0,thomas0@adventure-works.com,278-555-0118,M,M,1,12.45,37,38,1,Production,2008-09-26,NULL,Current
199,87,652779496,Jimmy,Bischoff,Stocker,2008-09-26,1990-06-01,adventure-works\jimmy0,jimmy0@adventure-works.com,927-555-0168,M,M,1,9.00,96,68,1,Shipping and Receiving,2008-09-26,NULL,Current
200,138,878395493,Michael,Vanderhyde,Production Technician - WC30,2008-09-26,1982-04-18,adventure-works\michael5,michael5@adventure-works.com,296-555-0121,M,M,1,9.50,35,37,1,Production,2008-09-26,NULL,Current
201,23,332349500,Lori,Kane,Production Supervisor - WC45,2008-09-26,1980-02-16,adventure-works\lori0,lori0@adventure-works.com,289-555-0196,S,F,2,25.00,76,58,1,Production,2008-09-26,NULL,Current
202,278,792847334,Arvind,Rao,Buyer,2008-09-28,1974-03-21,adventure-works\arvind0,arvind0@adventure-works.com,848-555-0163,M,M,2,182.692,60,50,1,Purchasing,2008-09-28,NULL,Current
203,186,621932914,Stefen,Hesse,Production Technician - WC20,2008-09-28,1975-07-21,adventure-works\stefen0,stefen0@adventure-works.com,165-555-0113,S,M,1,14.00,19,29,1,Production,2008-09-28,NULL,Current
204,23,398223854,Hazem,Abolrous,Quality Assurance Manager,2008-09-28,1977-05-26,adventure-works\hazem0,hazem0@adventure-works.com,869-555-0125,S,M,2,288.462,80,60,1,Quality Assurance,2008-09-28,NULL,Current
205,142,519756660,Janet,Sheperdigian,Accounts Payable Specialist,2008-09-29,1978-10-07,adventure-works\janet0,janet0@adventure-works.com,393-555-0186,M,F,2,19.00,64,52,1,Finance,2008-09-29,NULL,Current
206,76,912141525,Elizabeth,Keyser,Production Technician - WC50,2008-09-30,1989-08-25,adventure-works\elizabeth0,elizabeth0@adventure-works.com,318-555-0137,M,F,1,11.00,5,22,1,Production,2008-09-30,NULL,Current
207,7,243322160,Terry,Eminhizer,Marketing Specialist,2008-09-30,1985-09-04,adventure-works\terry0,terry0@adventure-works.com,138-555-0118,M,M,2,144.231,44,42,1,Marketing,2008-09-30,NULL,Current
208,188,568626529,John,Frum,Production Technician - WC30,2008-10-01,1981-10-22,adventure-works\john3,john3@adventure-works.com,663-555-0172,S,M,1,9.50,27,33,1,Production,2008-10-01,NULL,Current
209,177,301435199,Merav,Netz,Production Technician - WC30,2008-10-01,1982-12-11,adventure-works\merav0,merav0@adventure-works.com,224-555-0187,M,F,1,9.50,46,43,1,Production,2008-10-01,NULL,Current
210,46,368691270,Brian,LaMee,Scheduling Assistant,2008-10-01,1984-03-11,adventure-works\brian1,brian1@adventure-works.com,313-555-0196,M,M,2,16.00,48,44,1,Production Control,2008-10-01,NULL,Current
211,40,211789056,Kitti,Lertpiriyasuwat,Production Technician - WC50,2008-10-02,1987-01-04,adventure-works\kitti0,kitti0@adventure-works.com,785-555-0132,S,F,1,11.00,89,64,1,Production,2008-10-02,NULL,Current
212,20,63179277,Jay,Adams,Production Technician - WC60,2008-10-03,1975-09-11,adventure-works\jay0,jay0@adventure-works.com,407-555-0165,S,M,1,12.45,32,36,1,Production,2008-10-03,NULL,Current
213,188,587567941,Jan,Miksovsky,Production Technician - WC30,2008-10-03,1974-06-15,adventure-works\jan0,jan0@adventure-works.com,139-555-0131,S,M,1,9.50,30,35,1,Production,2008-10-03,NULL,Current
214,23,634335025,Brenda,Diaz,Production Supervisor - WC40,2008-10-03,1982-09-28,adventure-works\brenda0,brenda0@adventure-works.com,142-555-0139,M,F,2,25.00,71,55,1,Production,2008-10-03,NULL,Current
215,126,65848458,Andrew,Cencini,Production Technician - WC45,2008-10-04,1988-04-24,adventure-works\andrew1,andrew1@adventure-works.com,207-555-0192,S,M,1,10.00,73,56,1,Production,2008-10-04,NULL,Current
216,92,260805477,Chris,Norred,Control Specialist,2008-10-04,1986-12-24,adventure-works\chris1,chris1@adventure-works.com,575-555-0126,M,M,2,168.269,75,57,1,Document Control,2008-10-04,NULL,Current
217,18,442121106,Chris,Okelberry,Production Technician - WC60,2008-10-05,1986-03-07,adventure-works\chris2,chris2@adventure-works.com,315-555-0144,S,M,1,12.45,16,28,1,Production,2008-10-05,NULL,Current
218,147,300946911,Shelley,Dyck,Production Technician - WC20,2008-10-05,1986-07-08,adventure-works\shelley0,shelley0@adventure-works.com,991-555-0184,S,F,1,14.00,14,27,1,Production,2008-10-05,NULL,Current
219,214,440379437,Gabe,Mares,Production Technician - WC40,2008-10-06,1987-12-09,adventure-works\gabe0,gabe0@adventure-works.com,310-555-0117,M,M,1,15.00,57,48,1,Production,2008-10-06,NULL,Current
220,142,480951955,Mike,Seamans,Accountant,2008-10-06,1979-01-29,adventure-works\mike0,mike0@adventure-works.com,927-555-0150,S,M,2,264.423,59,49,1,Finance,2008-10-06,NULL,Current
221,162,879342154,Michael,Raheem,Research and Development Manager,2008-12-01,1984-06-30,adventure-works\michael6,michael6@adventure-works.com,330-555-2568,M,M,2,424.808,16,64,1,Research and Development,2008-12-01,NULL,Current
222,152,141165819,Gary,Altman,Facilities Manager,2009-07-02,1970-09-18,adventure-works\gary1,gary1@adventure-works.com,110-555-0112,M,M,2,240.385,86,63,1,Facilities and Maintenance,2009-07-02,NULL,Current
223,20,537092325,Charles,Fitzgerald,Production Technician - WC60,2009-07-03,1971-04-02,adventure-works\charles0,charles0@adventure-works.com,931-555-0118,S,M,1,12.45,27,33,1,Production,2009-07-03,NULL,Current
224,27,455563743,Ebru,Ersan,Production Technician - WC10,2009-07-06,1986-04-22,adventure-works\ebru0,ebru0@adventure-works.com,202-555-0187,S,M,1,13.45,93,66,1,Production,2009-07-06,NULL,Current
225,111,701156975,Sylvester,Valdez,Production Technician - WC20,2009-07-11,1970-06-12,adventure-works\sylvester0,sylvester0@adventure-works.com,492-555-0174,M,M,1,14.00,4,22,1,Production,2009-07-11,NULL,Current
226,53,1662732,Brian,Goldstein,Production Technician - WC40,2009-07-11,1970-07-23,adventure-works\brian2,brian2@adventure-works.com,730-555-0117,S,M,1,15.00,63,51,1,Production,2009-07-11,NULL,Current
227,278,407505660,Linda,Meisner,Buyer,2009-07-17,1970-06-30,adventure-works\linda2,linda2@adventure-works.com,916-555-0165,M,F,2,182.692,56,48,1,Purchasing,2009-07-17,NULL,Current
228,66,294148271,Betsy,Stadick,Production Technician - WC10,2009-07-18,1942-07-17,adventure-works\betsy0,betsy0@adventure-works.com,405-555-0171,S,F,1,13.45,99,69,1,Production,2009-07-18,NULL,Current
229,222,552560652,Magnus,Hedlund,Facilities Administrative Assistant,2009-07-21,1971-03-27,adventure-works\magnus0,magnus0@adventure-works.com,583-555-0182,M,M,2,9.75,87,63,1,Facilities and Maintenance,2009-07-21,NULL,Current
230,20,834186596,Karan,Khanna,Production Technician - WC60,2009-07-22,1969-10-05,adventure-works\karan0,karan0@adventure-works.com,447-555-0186,S,M,1,12.45,28,34,1,Production,2009-07-22,NULL,Current
231,27,717889520,Mary,Baker,Production Technician - WC10,2009-07-25,1986-04-19,adventure-works\mary1,mary1@adventure-works.com,283-555-0185,M,F,1,13.45,94,67,1,Production,2009-07-25,NULL,Current
232,27,801365500,Kevin,Homer,Production Technician - WC10,2009-07-25,1986-04-19,adventure-works\kevin2,kevin2@adventure-works.com,555-555-0113,S,M,1,13.45,90,65,1,Production,2009-07-25,NULL,Current
233,53,413787783,Mihail,Frintu,Production Technician - WC40,2009-07-29,1970-10-07,adventure-works\mihail0,mihail0@adventure-works.com,733-555-0128,S,M,1,15.00,64,52,1,Production,2009-07-29,NULL,Current
234,189,109272464,Bonnie,Kearney,Production Technician - WC10,2009-08-01,1986-04-10,adventure-works\bonnie0,bonnie0@adventure-works.com,264-555-0150,M,F,1,13.45,89,64,1,Production,2009-08-01,NULL,Current
235,278,482810518,Fukiko,Ogisu,Buyer,2009-08-04,1970-06-24,adventure-works\fukiko0,fukiko0@adventure-works.com,520-555-0177,M,M,2,182.692,57,48,1,Purchasing,2009-08-04,NULL,Current
236,111,113393530,Hung-Fu,Ting,Production Technician - WC20,2009-08-06,1971-05-23,adventure-works\hung-fu0,hung-fu0@adventure-works.com,497-555-0181,S,M,1,14.00,0,20,1,Production,2009-08-06,NULL,Current
237,278,466142721,Gordon,Hee,Buyer,2009-08-11,1942-06-29,adventure-works\gordon0,gordon0@adventure-works.com,230-555-0144,M,M,2,182.692,52,46,1,Purchasing,2009-08-11,NULL,Current
238,66,390124815,Kimberly,Zimmerman,Production Technician - WC10,2009-08-12,1986-04-13,adventure-works\kimberly0,kimberly0@adventure-works.com,123-555-0167,S,F,1,13.45,95,67,1,Production,2009-08-12,NULL,Current
239,18,6298838,Kim,Abercrombie,Production Technician - WC60,2009-08-16,1942-07-14,adventure-works\kim1,kim1@adventure-works.com,208-555-0114,M,F,1,12.45,24,32,1,Production,2009-08-16,NULL,Current
240,53,943170460,Sandeep,Kaliyath,Production Technician - WC40,2009-08-17,1970-07-03,adventure-works\sandeep0,sandeep0@adventure-works.com,166-555-0156,S,M,1,15.00,65,52,1,Production,2009-08-17,NULL,Current
241,111,339233463,Prasanna,Samarawickrama,Production Technician - WC20,2009-08-22,1952-11-28,adventure-works\prasanna0,prasanna0@adventure-works.com,129-555-0199,M,M,1,14.00,5,22,1,Production,2009-08-22,NULL,Current
242,278,367453993,Frank,Pellow,Buyer,2009-08-23,1951-12-11,adventure-works\frank2,frank2@adventure-works.com,163-555-0147,M,M,2,182.692,58,49,1,Purchasing,2009-08-23,NULL,Current
243,111,872923042,Min,Su,Production Technician - WC20,2009-08-24,1974-04-10,adventure-works\min0,min0@adventure-works.com,590-555-0152,M,M,1,14.00,1,20,1,Production,2009-08-24,NULL,Current
244,53,697712387,Eric,Brown,Production Technician - WC40,2009-08-24,1942-07-08,adventure-works\eric1,eric1@adventure-works.com,680-555-0118,M,M,1,15.00,60,50,1,Production,2009-08-24,NULL,Current
245,278,381073001,Eric,Kurjan,Buyer,2009-08-27,1972-04-17,adventure-works\eric2,eric2@adventure-works.com,265-555-0195,S,M,2,182.692,54,47,1,Purchasing,2009-08-27,NULL,Current
246,51,646304055,Pat,Coleman,Janitor,2009-08-27,1970-07-03,adventure-works\pat0,pat0@adventure-works.com,720-555-0158,S,M,1,9.25,89,64,1,Facilities and Maintenance,2009-08-27,NULL,Current
247,20,414476027,Maciej,Dusza,Production Technician - WC60,2009-08-29,1954-08-30,adventure-works\maciej0,maciej0@adventure-works.com,237-555-0128,S,M,1,12.45,30,35,1,Production,2009-08-29,NULL,Current
248,278,785853949,Erin,Hagens,Buyer,2009-08-31,1970-08-04,adventure-works\erin0,erin0@adventure-works.com,842-555-0158,S,F,2,182.692,53,46,1,Purchasing,2009-08-31,NULL,Current
249,66,90888098,Patrick,Wedge,Production Technician - WC10,2009-09-01,1986-04-10,adventure-works\patrick0,patrick0@adventure-works.com,413-555-0124,S,M,1,13.45,96,68,1,Production,2009-09-01,NULL,Current
250,53,947029962,Frank,Martinez,Production Technician - WC40,2009-09-05,1951-10-01,adventure-works\frank3,frank3@adventure-works.com,203-555-0196,M,M,1,15.00,66,53,1,Production,2009-09-05,NULL,Current
251,18,461786517,Ed,Dudenhoefer,Production Technician - WC60,2009-09-05,1971-04-11,adventure-works\ed0,ed0@adventure-works.com,919-555-0140,S,M,1,12.45,25,32,1,Production,2009-09-05,NULL,Current
252,27,393421437,Christopher,Hill,Production Technician - WC10,2009-09-08,1986-05-01,adventure-works\christopher0,christopher0@adventure-works.com,153-555-0166,M,M,1,13.45,91,65,1,Production,2009-09-08,NULL,Current
253,53,988315686,Patrick,Cook,Production Technician - WC40,2009-09-12,1973-07-23,adventure-works\patrick1,patrick1@adventure-works.com,425-555-0117,M,M,1,15.00,61,50,1,Production,2009-09-12,NULL,Current
254,111,56772045,Krishna,Sunkammurali,Production Technician - WC20,2009-09-13,1971-04-05,adventure-works\krishna0,krishna0@adventure-works.com,491-555-0183,S,M,1,14.00,2,21,1,Production,2009-09-13,NULL,Current
255,51,879334904,Lori,Penor,Janitor,2009-09-16,1970-02-28,adventure-works\lori1,lori1@adventure-works.com,295-555-0161,M,F,1,9.25,90,65,1,Facilities and Maintenance,2009-09-16,NULL,Current
256,66,82638150,Danielle,Tiedt,Production Technician - WC10,2009-09-20,1986-04-07,adventure-works\danielle0,danielle0@adventure-works.com,500-555-0172,S,F,1,13.45,97,68,1,Production,2009-09-20,NULL,Current
257,43,343861179,Sootha,Charncherngkha,Quality Assurance Technician,2009-09-23,1942-07-05,adventure-works\sootha0,sootha0@adventure-works.com,325-555-0137,M,M,2,10.5769,85,62,1,Quality Assurance,2009-09-23,NULL,Current
258,20,582347317,Michael,Zwilling,Production Technician - WC60,2009-09-23,1973-04-05,adventure-works\michael7,michael7@adventure-works.com,582-555-0148,S,M,1,12.45,26,33,1,Production,2009-09-23,NULL,Current
259,20,8066363,Randy,Reeves,Production Technician - WC60,2009-09-23,1969-11-26,adventure-works\randy0,randy0@adventure-works.com,961-555-0122,M,M,1,12.45,29,34,1,Production,2009-09-23,NULL,Current
260,27,561196580,John,Kane,Production Technician - WC10,2009-09-27,1986-04-28,adventure-works\john4,john4@adventure-works.com,254-555-0114,S,M,1,13.45,92,66,1,Production,2009-09-27,NULL,Current
